ID	Gene.symbol	Gene.title	log2(fold change)(Tumour vs Normal)	-log10(Pvalue)(Tumour vs Normal)
214502	KIF3A	kinesin family member 3A	1.101	3.365
214525	RBMX	RNA binding motif protein, X-linked	0.659	3.71
214568	UNC5C	unc-5 netrin receptor C	-1.286	2.821
214585			1.076	3.164
214626			-1.673	3.3
214713	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide	0.74	2.666
214739	CCR1	C-C motif chemokine receptor 1	-2.961	5.965
214773	MAOB	monoamine oxidase B	-1.204	2.507
214793			0.625	2.689
214798	TATDN1	TatD DNase domain containing 1	1.005	3.198
214807	GSTP1	glutathione S-transferase pi 1	0.647	2.442
214925			0.731	3.355
215025	ZMYND15	zinc finger MYND-type containing 15	0.61	2.681
215041	TP53I3	tumor protein p53 inducible protein 3	-0.774	3.267
215056			0.743	2.661
215072	TRPM6	transient receptor potential cation channel subfamily M member 6	-1.51	4.816
215092	PA2G4	proliferation-associated 2G4	0.823	4.031
215150	FOXN3	forkhead box N3	-0.711	3.014
215335	GPN1	GPN-loop GTPase 1	0.503	2.554
215425	PRDX6	peroxiredoxin 6	-1.596	5.867
215519	PCSK2	proprotein convertase subtilisin/kexin type 2	-2.067	4.039
215678	SCP2	sterol carrier protein 2	-0.664	3.379
215690	PNLIPRP1	pancreatic lipase related protein 1	-0.957	2.499
215752	SAMD9	sterile alpha motif domain containing 9	-1.494	3.963
215759	FAXDC2	fatty acid hydroxylase domain containing 2	-1.048	2.718
215797			1.001	3.408
215808	MMP1	matrix metallopeptidase 1	2.857	3.327
215809	TUBAL3	tubulin alpha like 3	-2.125	4.046
215863	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	-0.975	4.192
215941			1.373	3.282
215956	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	-1.322	3.98
215967	DEK	DEK proto-oncogene	0.822	3.335
216065	CKS2	CDC28 protein kinase regulatory subunit 2	1.259	3.828
216120	CCNB1	cyclin B1	1.662	3.074
216188	ARHGAP44	Rho GTPase activating protein 44	-1.047	2.72
216366	EEF1B2	eukaryotic translation elongation factor 1 beta 2	0.599	2.645
216425	CLSTN1	calsyntenin 1	-0.678	2.998
216640	MS4A6A	membrane spanning 4-domains A6A	-0.892	2.488
216761	BCO2	beta-carotene oxygenase 2	1.219	2.831
216900	PTCD3	pentatricopeptide repeat domain 3	0.65	3.657
216952			0.577	2.96
216999	TOX2	TOX high mobility group box family member 2	-0.85	2.679
217138			0.638	3.346
217187	EPHB2	EPH receptor B2	0.881	2.528
217381			-1.804	3.686
217439			-1.261	3.178
217468	DCAF1	DDB1 and CUL4 associated factor 1	0.853	2.544
217487	RFX6	regulatory factor X6	-1.354	2.972
217565	SPANXB1	SPANX family member B1	0.817	2.811
217696			-1.494	2.796
217936	BUB3	BUB3, mitotic checkpoint protein	0.738	2.483
217952			-1.629	4.142
218017	TSLP	thymic stromal lymphopoietin	-1.607	3.068
218136			1.436	2.68
218138	KRT17	keratin 17	2.1	3.175
218154	ATP1B3	ATPase Na+/K+ transporting subunit beta 3	-1.013	2.685
218160			-1.177	3.283
218326	GPR142	G protein-coupled receptor 142	-1.461	3.378
218433			-0.816	2.529
218609	PDCD2	programmed cell death 2	0.673	3.945
218620			-1.024	3.729
218843	CXCL12	C-X-C motif chemokine ligand 12	-2.766	4.126
219074	ILF3	interleukin enhancer binding factor 3	0.977	2.571
219138			-1.58	2.965
219303			0.988	3.307
219323			0.64	2.655
219479			-0.599	3.25
219494	FLT1	fms related tyrosine kinase 1	1.719	4.403
219522			-2.026	4.324
219722	PDPN	podoplanin	1.818	5.255
220065			-0.881	2.867
220091			-2.397	4.403
220348	SULT1A3	sulfotransferase family 1A member 3	-1.036	3.916
220413	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	0.825	2.873
220556	SLC11A2	solute carrier family 11 member 2	1.677	3.707
220638	KCTD9	potassium channel tetramerization domain containing 9	-0.68	2.443
220796			-0.667	3.064
220963	MMP28	matrix metallopeptidase 28	-2.874	5.171
221017	LRP8	LDL receptor related protein 8	1.883	3.948
221030	KLHDC1	kelch domain containing 1	-0.922	2.73
221051	SLC29A4	solute carrier family 29 member 4	-1.337	2.597
221057			-0.679	3.275
221212			-0.918	2.503
221236	CDH23	cadherin-related 23	-0.689	3.051
221359	PTP4A3	protein tyrosine phosphatase type IVA, member 3	1.284	3.454
221382	ULBP2	UL16 binding protein 2	1.536	3.361
221608			1.124	3.037
221909			0.768	2.468
221921	PLXNA2	plexin A2	-0.88	3.504
222066			0.935	2.921
222577	RGS5	regulator of G-protein signaling 5	1.094	2.96
222934	COL8A1	collagen type VIII alpha 1 chain	1.456	3.014
223014			-1.372	2.672
223043	PDE8A	phosphodiesterase 8A	-0.73	3.687
223097	SAV1	salvador family WW domain containing protein 1	1.079	2.714
223131	NARF	nuclear prelamin A recognition factor	0.663	3.2
223198	LDB3	LIM domain binding 3	-1.016	3.429
223210			-1.273	2.811
223342			-1.355	4.081
223350			1.38	4.857
223480			-1.117	4.634
223498	ZNF613	zinc finger protein 613	-1.11	2.858
223627			1.041	2.676
223696			0.819	2.594
223738	NUDCD2	NudC domain containing 2	0.605	3.005
223842	NPHP1	nephrocystin 1	1.216	2.553
223856	MT1E	metallothionein 1E	-1.711	3
223944	ZAK	sterile alpha motif and leucine zipper containing kinase AZK	1.537	4.619
224105	NOL6	nucleolar protein 6	0.78	3.615
224127	PRR15	proline rich 15	-0.978	2.588
224210			0.582	2.768
224334	TMEM59	transmembrane protein 59	-0.845	3.356
224390	RPS15	ribosomal protein S15	0.774	2.713
224433	TIGD2	tigger transposable element derived 2	0.685	2.495
224438	MFSD6L	major facilitator superfamily domain containing 6 like	-1.327	2.461
224772			-1.398	3.409
224831	SCLY	selenocysteine lyase	1.234	2.51
224885	TMEM56	transmembrane protein 56	-1.241	2.838
224955	GLIPR2	GLI pathogenesis related 2	-1.221	3.811
224965	B3GALT6	beta-1,3-galactosyltransferase 6	1.007	4.258
224966	AQP11	aquaporin 11	-0.926	2.459
225045	TGIF1	TGFB induced factor homeobox 1	0.864	3.577
225065			0.653	2.906
225106	ZSCAN2	zinc finger and SCAN domain containing 2	1.015	2.904
225137	NAV2	neuron navigator 2	0.81	3.084
225229			-2.907	4.387
225278	PSPH	phosphoserine phosphatase	1.355	3.644
225704	KRAS	KRAS proto-oncogene, GTPase	-0.716	2.664
225764	NME9	NME/NM23 family member 9	-2.057	3.282
225929	C2orf15	chromosome 2 open reading frame 15	1.105	3.229
225940	GPM6B	glycoprotein M6B	-1.486	3.03
225954			1.352	3.809
226018	IMPDH1	inosine monophosphate dehydrogenase 1	0.74	2.788
226343			-1.621	2.839
226345			1.119	2.592
226368			0.91	2.965
226634			-1.182	2.504
226883	KLHL23	kelch like family member 23	1.172	3.1
226935			0.488	2.871
226943	VAMP8	vesicle associated membrane protein 8	-0.908	3.822
226996	MRPL50	mitochondrial ribosomal protein L50	0.747	3.236
227151	SGO1	shugoshin 1	1.319	2.67
227186	GIPC1	GIPC PDZ domain containing family member 1	-1.15	4.12
227306	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12	-1.2	3.873
227322	WDR35	WD repeat domain 35	1.476	4.468
227666	BIRC5	baculoviral IAP repeat containing 5	1.258	2.544
227891			-0.649	2.507
227911			0.92	4.047
227956			-2.064	3.402
228045			0.691	3.883
228086			1.147	3.755
228105	SFTA2	surfactant associated 2	1.488	2.518
228139			1.591	2.68
228316			1.253	4.588
228400			-0.734	3.683
228428			-0.947	2.574
228467			1.052	4.534
228470	HEPACAM2	HEPACAM family member 2	-2.423	3.212
228482			0.866	3.674
228615			1.054	2.512
228808			1.258	4.315
228890			-1.823	2.466
229010			1.216	3.96
229058			-0.861	3.121
229083			-2.059	4.008
229178			-0.816	3.364
229195			-2.025	5.137
229197			-2.02	4.941
229228			0.7	2.672
229262			-1.186	3.245
229330			-0.928	3.529
229342			1.114	2.683
229397			0.569	3.11
229600			-0.949	2.934
229610			1.521	3.587
229652			-0.898	2.756
229698			1.362	3.993
229731			0.769	3.477
229738			1.357	3.763
229876			0.986	3.956
229888			0.938	3.956
229899			1.02	3.196
229985			1.22	2.829
230001			0.749	3.395
230156			0.65	2.62
230208			-1.033	2.738
230347			1.045	2.693
230370	PLA2G4F	phospholipase A2 group IVF	-0.821	2.799
230409			-0.904	2.631
230411			1.204	3.041
230469			-3.223	4.345
230490			-1.256	4.175
230550			-0.682	3.294
230605			-0.948	2.505
230760	TOMM5	translocase of outer mitochondrial membrane 5	0.602	2.752
230882			0.575	2.469
230894	LSM14B	LSM family member 14B	-0.62	3.037
231093	DVL1	dishevelled segment polarity protein 1	0.539	2.697
231105			0.712	2.783
231192			1.038	4.082
231283			0.654	4.175
231362			1.747	4.292
231383	ATG4D	autophagy related 4D cysteine peptidase	-0.775	2.974
231459			0.774	3.256
231569			1.097	2.842
231595			0.516	2.648
231647			-0.94	2.774
231650			-1.678	2.471
231660			-2.777	2.461
231668			-0.701	3.418
231706			1.345	2.842
231829			-2.407	2.88
231870			-1.165	3.001
231963			-1.565	4.663
232013			1.347	2.736
232092			-2.27	4.538
232254			-1.216	3.93
232579			0.749	2.876
232687			-1.044	4.228
232774			1.292	2.863
232864			1.03	2.764
232929			-0.718	2.871
232958			0.635	3.122
232983			-0.902	4.19
233037			1.684	5.686
233052			1.035	3.269
233105			-1.442	4.334
233268			1.769	4.223
233377	NFASC	neurofascin	-1.407	2.521
233592			1.465	2.681
233641			-1.554	3.339
234080			-0.844	3.259
234214			0.984	2.839
234275			1.399	4.313
234312			-0.824	3.013
234339			-0.639	3.258
234346			0.587	3.274
234442			-1.069	3.511
234451			1.145	3.618
234476			0.732	3.211
234518			0.93	4.281
234521			0.657	3.434
234647			1.352	3.155
234675			1.379	3.131
234689			-0.7	2.533
234701			0.647	3.443
234789			0.613	3.095
234791			-0.71	3.62
234827			1.196	3.742
234848			0.699	3.481
234851			1.222	4.688
234929			0.781	3.117
234975			0.535	2.737
235029			-1.082	4.939
235145			-0.697	2.763
235151			0.679	3.628
235184			0.643	3.079
235237			0.905	4.307
235347	BMS1	BMS1, ribosome biogenesis factor	0.617	2.562
235386			-2.063	3.383
235394			0.735	2.551
235399			-0.929	3.217
235447			-1.687	3.331
235533			-0.92	2.82
235553			1.219	4.523
235564			-1.361	3.123
235599			0.65	3.672
235668			0.597	2.574
235687			0.679	3.175
235761			0.805	3.021
235782			0.593	3.168
235813			1.247	4.056
235834	RPL4	ribosomal protein L4	0.762	3.137
235853			0.918	3.423
235904			0.478	3.092
235960			0.993	4.645
235969			-1.873	3.77
236000			0.663	2.488
236006			0.582	2.916
236007			0.753	2.437
236022			0.961	4.649
236023			0.493	2.905
236043			0.752	2.974
236166			0.686	2.863
236265			0.575	3.088
236278			0.503	2.437
236295			1.137	3.866
236317			0.983	4.091
236348			-0.451	2.459
236443			-0.659	2.844
236458	RPS7	ribosomal protein S7	0.44	2.45
236471			-1.256	2.739
236478			-0.937	3.967
236486			-0.817	3.541
236491			0.662	2.766
236498			0.621	3.327
236557			0.851	4.167
236563			-0.876	4.441
236579			0.998	4.051
236585			0.927	4.122
236634			0.832	2.513
236646			-0.755	2.46
236669			0.966	3.719
236852	SERBP1	SERPINE1 mRNA binding protein 1	0.738	3.236
236864			0.966	2.9
236868			0.773	3.211
236913			0.759	3.472
236934			0.853	4.264
237000			1.3	4.32
237035			-1.096	4.526
267302			1.434	3.64
268046			0.995	4.517
269469	CCDC116	coiled-coil domain containing 116	-0.931	2.663
286511			-1.532	4.081
300613			1.627	4.023
326309	LINC00243	long intergenic non-protein coding RNA 243	-0.901	2.475
326916			-1.104	3.275
327287			-1.092	3.134
343450	SNRPE	small nuclear ribonucleoprotein polypeptide E	0.717	2.961
351669			0.886	2.626
385073			-1.78	2.786
400283	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like	-0.806	2.981
409385			-0.936	2.975
409931	DISP2	dispatched RND transporter family member 2	-1.732	5.252
410824	ABCE1	ATP binding cassette subfamily E member 1	1.071	4.747
410937	C10orf99	chromosome 10 open reading frame 99	-1.771	3.354
412092	NCF1	neutrophil cytosolic factor 1	-0.903	3.186
423075			-0.801	2.706
460762			0.979	2.795
470727			0.762	3.782
482241	ARMC10	armadillo repeat containing 10	0.88	4.942
488019			0.666	2.674
489842	EIF4B	eukaryotic translation initiation factor 4B	0.623	2.681
519015			-2.322	4.968
540912			1.231	3.325
541108			1.016	3.697
541216			0.519	2.503
543040			-1.11	2.855
543441			0.931	2.984
547893			-0.899	2.812
552912			-1.037	3.048
600497			-0.802	2.454
605037	HEPACAM2	HEPACAM family member 2	-1.835	2.992
614715			-0.634	2.478
619257	FFAR4	free fatty acid receptor 4	-1.614	2.869
649805			-1.72	2.83
671898			3.556	6.291
675148			-2.235	3.799
681768			0.682	2.82
694034			0.92	3.179
694893			0.571	3.131
696902			-0.981	2.466
697602			-0.837	2.924
698834			-1.627	4.12
698938			-0.834	2.581
707619			-0.845	2.64
707620			-1.371	3.057
708958	NFE2L3	nuclear factor, erythroid 2 like 3	1.386	3.321
710378	SLC9B2	solute carrier family 9 member B2	1.142	2.836
711032	CAMSAP1	calmodulin regulated spectrin associated protein 1	0.606	2.477
712637			-0.962	3.717
713642			-0.977	3.487
714107			0.786	2.66
715028			0.807	3.76
715341			-0.708	3.22
715397			-0.833	3.383
715421			1.216	4.616
715804			-1.249	2.713
716041	GPRIN2	G protein regulated inducer of neurite outgrowth 2	-1.564	3.092
10321330			-1.118	3.517
10707994			0.537	2.622
10712347			0.903	2.716
